"Year","SampleWindow","Date","Site","WetlandID","Species","Egg","Larvae","JuveAdult","Call","Notes","Total","Month"
"2019","April","4/5/2019","ARWMA","29","Pseudacris ocularis",0,18,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","29","Pseudacris ocularis",0,27,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","34","Pseudacris ocularis",0,4,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","34","Pseudacris ocularis",0,5,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","8","Pseudacris ocularis",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","8","Pseudacris ocularis",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","42","Pseudacris ocularis",0,0,0,"1","",NA,4
"2019","April","4/5/2019","ARWMA","42","Pseudacris ocularis",0,0,0,"2","call",NA,4
"2019","April","4/5/2019","ARWMA","23","Pseudacris ocularis",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","23","Pseudacris ocularis",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","18","Pseudacris ocularis",0,1,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","18","Pseudacris ocularis",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","3","Pseudacris ocularis",0,4,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","3","Pseudacris ocularis",0,19,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","30","Pseudacris ocularis",0,3,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","30","Pseudacris ocularis",0,2,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","31","Pseudacris ocularis",0,1,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","41","Pseudacris ocularis",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","41","Pseudacris ocularis",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","15","Pseudacris ocularis",0,2,0,"2","call",NA,4
"2019","April","4/5/2019","ARWMA","20","Pseudacris ocularis",0,1,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","20","Pseudacris ocularis",0,2,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","32","Pseudacris ornata",0,1,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","29","Pseudacris ornata",0,2,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","34","Pseudacris ornata",0,15,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","34","Pseudacris ornata",0,8,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","8","Pseudacris ornata",0,29,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","8","Pseudacris ornata",0,45,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","42","Pseudacris ornata",0,1,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","43","Pseudacris ornata",0,0,1,"0","",NA,4
"2019","April","4/5/2019","ARWMA","18","Pseudacris ornata",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","3","Pseudacris ornata",0,1,0,"0","call",NA,4
"2019","April","4/5/2019","ARWMA","30","Pseudacris ornata",0,1,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","31","Pseudacris ornata",0,3,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","31","Pseudacris ornata",0,4,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","10","Pseudacris ornata",0,10,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","20","Pseudacris ornata",0,27,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","20","Pseudacris ornata",0,18,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","18","Rana catesbeiana",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","18","Rana catesbeiana",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","30","Rana catesbeiana",0,0,1,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","30","Rana catesbeiana",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","31","Rana catesbeiana",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","8","Rana clamitans",0,0,0,"1","",NA,4
"2019","April","4/5/2019","ARWMA","8","Rana clamitans",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","42","Rana clamitans",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","23","Rana clamitans",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","3","Rana clamitans",0,0,0,"1","",NA,4
"2019","April","4/5/2019","ARWMA","3","Rana clamitans",0,0,1,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","31","Rana clamitans",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","31","Rana clamitans",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","15","Rana clamitans",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","15","Rana clamitans",0,0,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","29","Rana sphenocephala",0,5,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","34","Rana sphenocephala",0,67,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","34","Rana sphenocephala",0,28,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","8","Rana sphenocephala",0,37,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","8","Rana sphenocephala",0,24,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","42","Rana sphenocephala",0,4,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","42","Rana sphenocephala",0,12,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","43","Rana sphenocephala",0,10,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","23","Rana sphenocephala",0,10,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","23","Rana sphenocephala",0,2,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","18","Rana sphenocephala",0,10,1,"0","",NA,4
"2019","April","4/5/2019","ARWMA","18","Rana sphenocephala",0,10,0,"1","call, female?",NA,4
"2019","April","4/5/2019","ARWMA","3","Rana sphenocephala",0,19,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","3","Rana sphenocephala",0,41,1,"0","",NA,4
"2019","April","4/5/2019","ARWMA","30","Rana sphenocephala",0,6,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","30","Rana sphenocephala",0,1,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","31","Rana sphenocephala",0,5,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","31","Rana sphenocephala",0,2,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","15","Rana sphenocephala",0,2,0,"1","call",NA,4
"2019","April","4/5/2019","ARWMA","15","Rana sphenocephala",0,1,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","10","Rana sphenocephala",1,7,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","10","Rana sphenocephala",0,3,2,"0","",NA,4
"2019","April","4/5/2019","ARWMA","20","Rana sphenocephala",0,34,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","20","Rana sphenocephala",0,21,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","32","Scaphiopus holbrookii",0,300,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","32","Scaphiopus holbrookii",0,400,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","29","Scaphiopus holbrookii",0,2,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","41","Scaphiopus holbrookii",0,50,0,"0","",NA,4
"2019","April","4/5/2019","ARWMA","41","Scaphiopus holbrookii",0,200,0,"0","",NA,4
"2019","May","5/3/2019","ARWMA","15","Acris gryllus",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","42","Acris gryllus",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","42","Acris gryllus",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","15","Acris gryllus",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","23","Acris gryllus",0,0,5,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","8","Acris gryllus",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","18","Acris gryllus",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","3","Acris gryllus",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","3","Acris gryllus",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","18","Acris gryllus",0,0,0,"3","call",NA,5
"2019","May","5/3/2019","ARWMA","10","Acris gryllus",0,0,25,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","8","Acris gryllus",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","3","Hyla cinerea",0,0,0,"2","call",NA,5
"2019","May","5/3/2019","ARWMA","15","Hyla femoralis",0,1,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","32","Hyla femoralis",0,2,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","42","Hyla femoralis",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","42","Hyla femoralis",0,3,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","15","Hyla femoralis",0,5,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","23","Hyla femoralis",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","8","Hyla femoralis",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","3","Hyla femoralis",0,7,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","10","Hyla femoralis",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","23","Hyla femoralis",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","8","Hyla femoralis",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","3","Hyla gratiosa",0,13,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","3","Hyla gratiosa",0,8,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","3","Hyla squirella",0,30,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","3","Hyla squirella",0,4,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","15","Pseudacris crucifer",0,6,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","42","Pseudacris crucifer",0,1,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","42","Pseudacris crucifer",0,3,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","41","Pseudacris crucifer",0,1,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","41","Pseudacris crucifer",0,0,5,"0","",NA,5
"2019","May","5/3/2019","ARWMA","15","Pseudacris crucifer",0,0,1,"0","",NA,5
"2019","May","5/3/2019","ARWMA","23","Pseudacris crucifer",0,1,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","3","Pseudacris crucifer",0,2,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","15","Pseudacris feriarum",0,1,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","10","Pseudacris feriarum",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","15","Pseudacris ocularis",0,3,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","42","Pseudacris ocularis",0,21,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","42","Pseudacris ocularis",0,12,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","41","Pseudacris ocularis",0,0,3,"0","",NA,5
"2019","May","5/3/2019","ARWMA","15","Pseudacris ocularis",0,3,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","23","Pseudacris ocularis",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","18","Pseudacris ocularis",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","10","Pseudacris ocularis",0,26,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","10","Pseudacris ocularis",0,7,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","23","Pseudacris ocularis",0,1,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","18","Rana catesbeiana",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","10","Rana catesbeiana",0,0,1,"0","1 visual encounter",NA,5
"2019","May","5/3/2019","ARWMA","23","Rana clamitans",0,0,1,"0","",NA,5
"2019","May","5/3/2019","ARWMA","3","Rana clamitans",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","3","Rana clamitans",0,0,0,"1","call",NA,5
"2019","May","5/3/2019","ARWMA","15","Rana sphenocephala",0,48,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","32","Rana sphenocephala",0,100,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","42","Rana sphenocephala",0,21,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","42","Rana sphenocephala",0,33,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","41","Rana sphenocephala",0,4,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","41","Rana sphenocephala",0,9,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","15","Rana sphenocephala",0,53,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","23","Rana sphenocephala",0,35,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","8","Rana sphenocephala",0,42,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","18","Rana sphenocephala",0,12,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","3","Rana sphenocephala",0,13,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","3","Rana sphenocephala",0,16,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","18","Rana sphenocephala",0,15,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","10","Rana sphenocephala",0,200,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","10","Rana sphenocephala",0,100,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","23","Rana sphenocephala",0,41,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","8","Rana sphenocephala",0,110,0,"0","",NA,5
"2019","May","5/3/2019","ARWMA","42","Scaphiopus holbrookii",0,5,0,"0","",NA,5
"2019","June","6/3/2019","ARWMA","18","Rana sphenocephala",0,0,3,"0","wetland dry",NA,6
"2019","June","6/3/2019","ARWMA","15","Acris gryllus",0,2,1,"0","",NA,6
"2019","June","6/3/2019","ARWMA","15","Acris gryllus",0,10,0,"0","wetland dry",NA,6
"2019","June","6/3/2019","ARWMA","3","Acris gryllus",0,0,1,"1","call",NA,6
"2019","June","6/3/2019","ARWMA","3","Acris gryllus",0,10,0,"1","call",NA,6
"2019","June","6/3/2019","ARWMA","3","Hyla chrysoscelis",0,7,0,"0","",NA,6
"2019","June","6/3/2019","ARWMA","3","Hyla chrysoscelis",0,2,0,"0","",NA,6
"2019","June","6/3/2019","ARWMA","15","Hyla femoralis",0,8,0,"0","",NA,6
"2019","June","6/3/2019","ARWMA","15","Hyla femoralis",0,22,0,"0","wetland dry",NA,6
"2019","June","6/3/2019","ARWMA","3","Hyla femoralis",0,15,0,"0","",NA,6
"2019","June","6/3/2019","ARWMA","3","Hyla femoralis",0,33,0,"0","",NA,6
"2019","June","6/3/2019","ARWMA","15","Hyla gratiosa",0,5,0,"0","",NA,6
"2019","June","6/3/2019","ARWMA","3","Hyla gratiosa",0,12,0,"0","",NA,6
"2019","June","6/3/2019","ARWMA","3","Hyla gratiosa",0,5,0,"0","",NA,6
"2019","June","6/3/2019","ARWMA","3","Notophthalmus viridescens",0,2,0,"0","",NA,6
"2019","June","6/3/2019","ARWMA","3","Pseudacris ocularis",0,1,0,"0","",NA,6
"2019","June","6/3/2019","ARWMA","15","Rana sphenocephala",0,17,100,"0","",NA,6
"2019","June","6/3/2019","ARWMA","15","Rana sphenocephala",0,13,25,"0","wetland dry",NA,6
"2019","June","6/3/2019","ARWMA","3","Rana sphenocephala",0,6,300,"0","",NA,6
"2019","June","6/3/2019","ARWMA","3","Rana sphenocephala",0,8,0,"0","",NA,6
"2021","February","2/12/2021","ARWMA","30","Pseudacris nigrita",0,25,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","30","Pseudacris ocularis",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","30","Pseudacris ornata",1,68,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","30","Ambystoma tigrinum",0,14,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","3","Acris gryllus",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","3","Pseudacris nigrita",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","3","Pseudacris ocularis",0,63,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","3","Pseudacris ornata",0,106,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","3","Rana sphenocephala",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","3","Acris gryllus",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","3","Pseudacris nigrita",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","3","Pseudacris ocularis",0,39,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","3","Pseudacris ornata",0,72,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","3","Rana sphenocephala",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","8","Acris gryllus",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","8","Pseudacris nigrita",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","8","Pseudacris ocularis",0,13,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","8","Pseudacris ornata",0,36,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","8","Rana sphenocephala",0,0,0,"3","no tiger salamanders, which was unexpected because of egg mass last time",NA,2
"2021","February","2/12/2021","ARWMA","30","Pseudacris nigrita",0,33,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","30","Pseudacris ocularis",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","30","Pseudacris ornata",0,66,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","30","Ambystoma tigrinum",0,4,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","31","Pseudacris ocularis",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","31","Pseudacris ornata",0,49,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","31","Rana sphenocephala",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","31","Ambystoma tigrinum",0,3,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","31","Pseudacris ocularis",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","31","Pseudacris ornata",0,45,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","31","Rana sphenocephala",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","32","Acris gryllus",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","32","Pseudacris nigrita",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","32","Pseudacris ocularis",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","32","Pseudacris ornata",0,12,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","32","Rana sphenocephala",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","32","Scaphiopus holbrookii",0,10,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","32","Ambystoma tigrinum",0,4,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","15","Pseudacris crucifer",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","15","Pseudacris ocularis",0,41,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","15","Rana sphenocephala",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","18","Pseudacris crucifer",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","18","Pseudacris ocularis",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","18","Pseudacris ornata",0,0,1,"2","",NA,2
"2021","February","2/12/2021","ARWMA","18","Rana sphenocephala",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","18","Pseudacris crucifer",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","18","Pseudacris ocularis",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","18","Pseudacris ornata",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","18","Rana sphenocephala",3,0,2,"3","3 egg masses",NA,2
"2021","February","2/12/2021","ARWMA","20","Acris gryllus",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","20","Pseudacris nigrita",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","20","Pseudacris ocularis",0,375,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","20","Pseudacris ornata",0,100,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","20","Rana sphenocephala",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","41","Pseudacris ocularis",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","41","Rana sphenocephala",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","42","Pseudacris nigrita",0,1,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","42","Pseudacris ocularis",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","42","Rana sphenocephala",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","42","Pseudacris nigrita",1,0,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","42","Pseudacris ocularis",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","42","Rana sphenocephala",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","43","Pseudacris crucifer",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","43","Pseudacris ocularis",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","43","Pseudacris ornata",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","43","Rana sphenocephala",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","43","Pseudacris crucifer",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","43","Pseudacris ocularis",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","43","Pseudacris ornata",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","43","Rana sphenocephala",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","32","Pseudacris crucifer",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","32","Pseudacris nigrita",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","32","Pseudacris ocularis",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","32","Pseudacris ornata",0,28,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","32","Rana sphenocephala",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","32","Scaphiopus holbrookii",0,18,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","34","Pseudacris crucifer",0,0,2,"0","",NA,2
"2021","February","2/12/2021","ARWMA","34","Pseudacris ocularis",0,0,2,"0","",NA,2
"2021","February","2/12/2021","ARWMA","34","Rana sphenocephala",6,0,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","34","Pseudacris crucifer",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","34","Pseudacris ocularis",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","34","Rana sphenocephala",13,0,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","41","Pseudacris ocularis",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","41","Rana sphenocephala",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","20","Acris gryllus",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","20","Pseudacris nigrita",0,20,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","20","Pseudacris ocularis",100,60,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","20","Rana sphenocephala",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","23","Pseudacris nigrita",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","23","Pseudacris ocularis",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","23","Acris gryllus",0,0,1,"0","",NA,2
"2021","February","2/12/2021","ARWMA","23","Pseudacris crucifer",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","23","Pseudacris nigrita",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","23","Pseudacris ocularis",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","29","Acris gryllus",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","29","Pseudacris crucifer",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","29","Pseudacris ocularis",0,0,11,"3","",NA,2
"2021","February","2/12/2021","ARWMA","29","Rana catesbeiana",0,0,1,"0","",NA,2
"2021","February","2/12/2021","ARWMA","29","Pseudacris crucifer",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","29","Pseudacris ocularis",0,2,4,"3","",NA,2
"2021","February","2/12/2021","ARWMA","29","Rana sphenocephala",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","8","Acris gryllus",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","8","Pseudacris nigrita",0,0,0,"11","",NA,2
"2021","February","2/12/2021","ARWMA","8","Pseudacris ocularis",0,9,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","8","Pseudacris ornata",0,18,0,"0","",NA,2
"2021","February","2/12/2021","ARWMA","8","Rana sphenocephala",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","10","Pseudacris nigrita",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","10","Pseudacris ocularis",0,3,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","10","Pseudacris ornata",0,7,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","10","Pseudacris nigrita",0,0,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","10","Pseudacris ocularis",0,8,0,"2","",NA,2
"2021","February","2/12/2021","ARWMA","10","Pseudacris ornata",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","10","Rana sphenocephala",0,0,0,"1","",NA,2
"2021","February","2/12/2021","ARWMA","15","Pseudacris crucifer",0,0,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","15","Pseudacris ocularis",0,26,0,"3","",NA,2
"2021","February","2/12/2021","ARWMA","15","Rana sphenocephala",0,0,0,"2","",NA,2
"2022","January","1/12/2022","ARWMA","41","Pseudacris crucifer",0,0,0,"1","",NA,1
"2022","January","1/12/2022","ARWMA","41","Pseudacris crucifer",0,0,0,"1","",NA,1
"2022","January","1/12/2022","ARWMA","43","Pseudacris crucifer",0,0,0,"2","",NA,1
"2022","January","1/12/2022","ARWMA","43","Rana sphenocephala",0,0,0,"3","",NA,1
"2022","January","1/12/2022","ARWMA","43","Pseudacris crucifer",0,0,0,"2","",NA,1
"2022","January","1/12/2022","ARWMA","43","Rana sphenocephala",0,0,0,"3","",NA,1
"2022","January","1/12/2022","ARWMA","43","Pseudacris ornata",0,0,0,"1","",NA,1
"2022","January","1/12/2022","ARWMA","34","Rana sphenocephala",0,13,0,"0","all larvae dead",NA,1
"2022","January","1/12/2022","ARWMA","31","Pseudacris crucifer",0,0,0,"1","",NA,1
"2022","January","1/12/2022","ARWMA","29","Acris gryllus",0,0,3,"0","",NA,1
"2022","January","1/12/2022","ARWMA","30","Pseudacris crucifer",0,0,0,"1","",NA,1
